,clauses,fairness level
328,"['necessari', 'log', 'keep', 'servic', 'ensur', 'qualiti']",0
329,"['stop', 'use', 'servic', 'and', 'or', 'cancel', 'delet', 'account', 'time', 'reason', 'moreov', 'termin', 'reason', 'fast', 'simpl']",0
330,"['agreement', 'well', 'organis', 'defin', 'legal', 'term', 'applic', 'n', 't', 'needlessli', 'long', 'may', 'pleasant', 'read']",0
331,"['windscrib', 'reserv', 'right', 'termin', 'suspend', 'otherwis', 'restrict', 'access', 'site', 'associ', 'tool', 'servic', 'without', 'notic', 'time', 'reason', 'whatsoev']",1
332,"['servic', 'infer', 'accept', 'continu', 'usag', 'instead', 'prompt', 'read', 'term', 'ask', 'direct', 'consent']",1
333,"['servic', 'allow', 'user', 'publicli', 'post', 'privat', 'messag', 'receiv', 'user']",0
334,"['privaci', 'polici', 'explain', 'purpos', 'data', 'collect', 'way', 'process', 'use', 'share']",0
335,"['privaci', 'polici', 'describ', 'detail', 'data', 'collect', 'websit', 'servic', 'provid']",0
336,"['opt', 'out', 'email', 'market', 'push', 'notif', 'use', 'email', 'push', 'notif', 'option', 'account', 'set', 'page']",0
337,"['access', 'use', 'servic', 'agre', 'adher', 'commun', 'guidelin']",1
338,"['regist', 'account', 'agre', 'provid', 'accur', 'truth', 'current', 'complet', 'inform']",1
339,"['order', 'access', 'certain', 'area', 'featur', 'servic', 'need', 'regist', 'account', 'use', 'either', 'email', 'address', 'login', 'credenti', 'third', 'parti', 'social', 'medium', 'site']",1
340,"['polit', 'content', 'form', 'pictur', 'discuss', 'campaign', 'n', 't', 'allow']",1
341,"['servic', 'allow', 'multipl', 'altern', 'account', 'cover', 'case', 'altern', 'account', 'contribut', 'increas', 'privaci', 'also', 'use', 'manipul', 'discuss', 'poll', 'might', 'decreas', 'trustworthi', 'person']",1
342,"['time', 'account', 'termin', 'without', 'explan', 'without', 'warn', 'servic']",1
343,"['user', 'ask', 'interfer', 'anoth', 'perso', 'n', 't', 'enjoy', 'use', 'servic', 'howev', 'statement', 'vagu', 'open', 'interpret', 'servic']",1
344,"['inform', 'collect', 'sourc', 'may', 'also', 'obtain', 'inform', 'sourc', 'combin', 'inform', 'collect', 'servic']",1
345,"['servic', 'abl', 'access', 'scan', 'review', 'read', 'user', 'commun', 'includ', 'privat', 'messag', 'may', 'contain', 'person', 'sensit', 'data']",1
346,"['oblig', 'post', 'member', 'content', 'anyon', 'els', 'may', 'sole', 'discret', 'edit', 'remov', 'delet', 'member', 'content', 'without', 'notic']",1
347,"['may', 'allow', 'third', 'parti', 'serv', 'advertis', 'behalf', 'across', 'internet', 'provid', 'analyt', 'servic', 'relat', 'use', 'servic']",1
348,"['servic', 'may', 'still', 'use', 'content', 'display', 'stop', 'use', 'close', 'account', 'sinc', 'grant', 'perpetu', 'case', 'unlimit', 'licens', 'content']",1
349,"['couchsurf', 'agre', 'arbitr', 'disput', 'aris', 'term', 'relat', 'servic']",1
350,"['couchsurf', 'may', 'offer', 'opportun', 'purchas', 'product', 'servic', 'third', 'parti', 'acknowledg', 'product', 'servic', 'offer', 'sold', 'one', 'third', 'parti']",1
351,"['get', 'total', 'messag', 'time', 'xml', 'file']",0
352,"['stop', 'use', 'servic', 'and', 'or', 'cancel', 'delet', 'account', 'time', 'reason', 'moreov', 'termin', 'reason', 'fast', 'simpl']",0
353,"['servic', 'claim', 'ownership', 'user', 'gener', 'content', 'materi', 'user', 'n', 't', 'need', 'waiv', 'moral', 'right', 'post', 'own', 'content']",0
354,"['right', 'choos', 'chang', 'copyright', 'licens', 'content', 'publish', 'servic']",0
355,"['user', 'respons', 'harm', 'comput', 'system', 'loss', 'data', 'may', 'incur', 'download', 'materi', 'servic']",1
356,"['site', 'fail', 'implement', 'http', 'even', 'send', 'sensit', 'inform', 'like', 'user', 'login', 'credenti']",1
357,"['visit', 'websit', 'http', 'redirect', 'http']",1
358,"['servic', 'provid', 'user', 'complet', 'list', 'first', 'third', 'parti', 'cooki', 'websit', 'set', 'explan', 'use', 'inform', 'valuabl', 'user', 'make', 'inform', 'choic', 'whether', 'allow', 'cooki']",0
359,"['keep', 'copyright', 'submiss']",0
360,"['servic', 'use', 'content', 'exist', 'futur', 'servic']",1
361,"['third', 'parti', 'cooki', 'employ', 'opt', 'instruct']",1
362,"['locat', 'base', 'inform', 'collect', 'may', 'use', 'and', 'or', 'share', 'third', 'parti', 'purpos', 'directli', 'relat', 'servic', 'provid', 'i', 'e', 'servic', 'n', 't', 'reli', 'use', 'share', 'locat', 'data', 'function', 'properli']",1
363,"['interact', 'servic', 'data', 'share', 'may', 'gather', 'creat', 'advertis', 'id', 'profil', 'target', 'ad', 'either', 'websit', 'visit', 'third', 'parti', 'websit']",1
364,"['stop', 'receiv', 'promot', 'commun', 'u', 'opt', 'use', 'unsubscrib', 'mechan', 'promot', 'commun', 'receiv', 'chang', 'email', 'prefer', 'account']",0
365,"['order', 'use', 'certain', 'featur', 'like', 'enrol', 'cours', 'need', 'creat', 'user', 'account']",0
366,"['approxim', 'geograph', 'locat', 'includ', 'inform', 'like', 'countri', 'citi', 'geograph', 'coordin', 'calcul', 'base', 'ip', 'address']",1
367,"['udemi', 'servic', 'provid', 'act', 'behalf', 'like', 'googl', 'analyt', 'third', 'parti', 'advertis', 'use', 'server', 'log', 'file', 'autom', 'data', 'collect', 'tool', 'like', 'cooki', 'tag', 'script', 'custom', 'link', 'devic', 'browser', 'fingerprint', 'web', 'beacon', 'togeth', 'data', 'collect', 'tool', 'access', 'use', 'servic']",1
368,"['shopifi', 'use', 'commerci', 'reason', 'effort', 'provid', 'custom', 'support', 'help', 'resolv', 'issu', 'relat', 'payment', 'servic']",0
369,"['user', 'request', 'copi', 'data', 'collect', 'servic', 'infer', 'amount', 'person', 'inform', 'process', 'store', 'servic', 'usual', 'appli', 'servic', 'gdpr', 'compliant']",0
370,"['provid', 'notic', 'takedown', 'merchant', 'repli', 'counter', 'notif', 'use', 'form', 'object', 'complaint']",0
371,"['depend', 'use', 'shopifi', 'may', 'right', 'request', 'access', 'correct', 'amend', 'delet']",0
372,"['cooki', 'gather', 'inform', 'statist', 'purpos', 'use', 'pseudonym', 'cooki', 'identifi', 'directli', 'identifi']",0
373,"['retain', 'ownership', 'materi', 'upload', 'store']",0
374,"['repres', 'u', 'obtain', 'necessari', 'right', 'consent', 'applic', 'law', 'allow', 'u', 'processor', 'collect', 'use', 'retain', 'disclos', 'cardhold', 'data', 'provid', 'author', 'u', 'collect', 'includ', 'inform', 'may', 'collect', 'directli', 'custom', 'via', 'cooki', 'mean', 'use', 'data', 'provid', 'payment', 'servic']",0
375,"['permit', 'law', 'make', 'reason', 'effort', 'provid', 'notic', 'legal', 'process', 'send', 'copi', 'email', 'address', 'file']",0
376,"['third', 'parti', 'request', 'person', 'inform', 'refus', 'share', 'unless', 'give', 'u', 'permiss', 'legal', 'requir']",0
377,"['submit', 'idea', 'agre', 'disclosur', 'gratuit', 'unsolicit', 'without', 'restrict', 'place', 'u', 'fiduciari', 'oblig', 'free', 'use', 'idea', 'without', 'addit', 'compens', 'and', 'or', 'disclos', 'idea', 'non', 'confidenti', 'basi', 'otherwis', 'anyon']",0
378,"['servic', 'provid', 'user', 'complet', 'list', 'first', 'third', 'parti', 'cooki', 'websit', 'set', 'explan', 'use', 'inform', 'valuabl', 'user', 'make', 'inform', 'choic', 'whether', 'allow', 'cooki']",0
379,"['payment', 'final', 'ca', 'n', 't', 'refund', 'unless', 'requir', 'law']",1
380,"['use', 'servic', 'sole', 'risk', 'servic', 'provid', 'avail', 'basi']",1
381,"['servic', 'reject', 'respons', 'content', 'websit', 'link']",1
382,"['servic', 'provid', 'expressli', 'claim', 'provid', 'uninterrupt', 'time', 'secur', 'error', 'free', 'servic']",1
383,"['servic', 'make', 'warranti', 'regard', 'accuraci', 'reliabl', 'inform', 'give', 'websit', 'result', 'may', 'obtain', 'use', 'servic']",1
384,"['servic', 'provid', 'inform', 'user', 'servic', 'inform', 'product', 'materi', 'provid', 'websit', 'may', 'meet', 'user', 'expect', 'requir']",1
385,"['ip', 'address', 'collect', 'use', 'view', 'approxim', 'locat']",1
386,"['shopifi', 'warrant', 'qualiti', 'product', 'servic', 'inform', 'materi', 'purchas', 'obtain', 'servic', 'meet', 'expect', 'error', 'servic', 'correct']",1
387,"['may', 'termin', 'agreement', 'close', 'shopifi', 'payment', 'account', 'time', 'reason']",1
388,"['cooki', 'track', 'devic', 'visit', 'websit', 'site']",1
389,"['mani', 'third', 'parti', 'involv', 'oper', 'servic']",1
390,"['shopifi', 'reserv', 'right', 'updat', 'chang', 'term', 'servic', 'post', 'updat', 'chang', 'shopifi', 'websit', 'advis', 'check', 'term', 'servic', 'time', 'time', 'updat', 'chang', 'may', 'impact']",1
391,"['accept', 'term', 'agreement', 'provid', 'u', 'author', 'retriev', 'inform', 'use', 'third', 'parti', 'includ', 'credit', 'bureau', 'inform', 'provid']",1
392,"['user', 'agre', 'use', 'servic', 'softwar', 'provid', 'accept', 'error', 'within', 'softwar', 'may', 'correct']",1
393,"['data', 'share', 'ad', 'network', 'improv', 'market', 'campaign', 'custom', 'data', 'use', 'optim', 'person', 'ad', 'target', 'exist', 'prospect', 'custom']",1
394,"['shopifi', 'limit', 'custom', 'track', 'downgrad', 'non', 'essenti', 'cooki', 'outlin', 'cooki', 'polici', 'session', 'cooki']",1
395,"['servic', 'easili', 'contact', 'question', 'provid', 'support', 'center', 'extra', 'cost']",0
396,"['privaci', 'polici', 'explain', 'purpos', 'data', 'collect', 'way', 'process', 'use', 'share']",0
397,"['need', 'provid', 'inform', 'directli', 'u', 'order', 'view', 'sit', 'howev', 'use', 'certain', 'function', 'site', 'access', 'certain', 'featur', 'content', 'regist', 'certain', 'servic', 'set', 'profil', 'contact', 'site', 'directli', 'may', 'provid', 'u', 'may', 'ask', 'person', 'identifi', 'inform', 'inform']",0
398,"['may', 'employ', 'third', 'parti', 'perform', 'site', 'relat', 'servic', 'includ', 'mainten', 'servic', 'databas', 'manag', 'data', 'process', 'analyt', 'market', 'email', 'text', 'messag', 'distribut', 'access', 'inform', 'grant', 'third', 'parti', 'purpos', 'perform', 'task']",1
399,"['similarli', 'third', 'parti', 'partner', 'may', 'use', 'cooki', 'determin', 'whether', 've', 'show', 'ad', 'perform', 'collect', 'inform', 'interact', 'ad']",1
400,"['use', 'inform', 'collect', 'cooki', 'web', 'beacon', 'sourc', 'may', 'use', 'demograph', 'data', 'inform', 'onlin', 'activ', 'interest', 'display', 'commun', 'target', 'advertis', 'may', 'relev', 'prefer']",1
401,"['agre', 'defend', 'indemnifi', 'hold', 'servic', 'harmless', 'case', 'claim', 'relat', 'use', 'servic']",1
402,"['sole', 'respons', 'activ', 'occur', 'profil', 'account', 'must', 'keep', 'password', 'profil', 'account', 'secur', 'time']",1
403,"['servic', 'make', 'warranti', 'regard', 'accuraci', 'reliabl', 'inform', 'give', 'websit', 'result', 'may', 'obtain', 'use', 'servic']",1
404,"['howev', 'pleas', 'note', 'accept', 'cooki', 'may', 'abl', 'view', 'use', 'part', 'websit', 'onlin', 'servic', 'due', 'limit', 'function']",1
405,"['cooki', 'use', 'strictli', 'necessari', 'enabl', 'u', 'provid', 'websit', 'applic', 'servic', 'cooki', 'provid', 'log', 'in', 'statu', 'account', 'id', 'link', 'function', 'websit']",1
406,"['use', 'cooki', 'like', 'mani', 'onlin', 'servic', 'provid', 'includ', 'third', 'parti', 'cooki', 'number', 'reason', 'like', 'recogn', 'visit', 'websit', 'applic', 'rememb', 'prefer', 'give', 'person', 'experi', 'consist', 'browser', 'set', 'make', 'interact', 'myanimelist', 'faster', 'secur']",1
407,"['servic', 'provid', 'expressli', 'claim', 'provid', 'uninterrupt', 'time', 'secur', 'error', 'free', 'servic']",1
408,"['third', 'parti', 'may', 'collect', 'inform', 'onlin', 'activ', 'either', 'site', 'websit', 'cooki', 'web', 'beacon', 'technolog', 'understand', 'interest', 'tailor', 'certain', 'advertis', 'interest']",1
409,"['track', 'dnt', 'header', 'ignor', 'track', 'anyway', 'even', 'set', 'header']",1
410,"['perform', 'analyt', 'research', 'cooki', 'help', 'u', 'research', 'measur', 'effect', 'interact', 'onlin', 'featur', 'content', 'advertis', 'commun', 'also', 'use', 'cooki', 'track', 'websit', 'applic', 'analyt', 'use']",1
411,"['third', 'parti', 'partner', 'may', 'use', 'cooki', 'determin', 'whether', 've', 'show', 'ad', 'perform', 'collect', 'inform', 'interact', 'ad']",1
412,"['may', 'share', 'inform', 'event', 'sit', 'acquir', 'third', 'parti', 'third', 'parti', 'part', 'sale', 'merger', 'bankruptci', 'chang', 'control', 'prepar', 'event']",1
413,"['servic', 'abl', 'access', 'scan', 'review', 'read', 'user', 'commun', 'includ', 'privat', 'messag', 'may', 'contain', 'person', 'sensit', 'data']",1
414,"['howev', 'oblig', 'disclos', 'use', 'inform', 'purpos']",0
415,"['servic', 'provid', 'detail', 'kind', 'person', 'inform', 'collect']",0
416,"['servic', 'may', 'updat', 'term', 'without', 'notic', 'significantli', 'chang', 'agreement', 'manner', 'importantli', 'and', 'or', 'neg', 'affect', 'way', 'servic', 'use', 'user', 'notifi', 'least', '30', 'day', 'advanc']",0
417,"['option', 'either', 'accept', 'refus', 'cooki', 'know', 'cooki', 'send', 'comput', 'choos', 'refus', 'cooki', 'may', 'abl', 'use', 'portion', 'servic']",1
418,"['want', 'inform', 'whenev', 'visit', 'servic', 'collect', 'inform', 'browser', 'send', 'u', 'call', 'log', 'data', 'log', 'data', 'may', 'includ', 'inform', 'comput', 'internet', 'protocol', 'ip', 'address']",1
419,"['compani', 'reserv', 'right', 'chang', 'suspend', 'ceas', 'site', 'without', 'notic']",1
420,"['compani', 'grant', 'non', 'transfer', 'non', 'exclus', 'revoc', 'limit', 'licens', 'access', 'site', 'sole', 'person', 'noncommerci', 'use']",1
421,"['provis', 'term', 'hold', 'invalid', 'unenforc', 'provis', 'term', 'unimpair', 'invalid', 'unenforc', 'provis', 'deem', 'modifi', 'valid', 'enforc', 'maximum', 'extent', 'permit', 'law']",1
422,"['servic', 'guarante', 'product', 'obtain', 'meet', 'user', 'expect', 'requir']",1
423,"['may', 'employ', 'third', 'parti', 'compani', 'individu', 'due', 'follow', 'reason', 'facilit', 'servic', 'provid', 'servic', 'behalf', 'perform', 'servic', 'relat', 'servic', 'assist', 'u', 'analyz', 'servic', 'use']",1
424,"['cooki', 'web', 'beacon', 'like', 'websit', 'pure', 'date', 'us', 'cooki', 'cooki', 'use', 'store', 'inform', 'includ', 'visitor', 'prefer', 'page', 'websit', 'visitor', 'access', 'visit', 'inform', 'use', 'optim', 'user', 'experi', 'custom', 'web', 'page', 'content', 'base', 'visitor', 'browser', 'type', 'and', 'or', 'inform']",1
425,"['contractu', 'purpos', 'consent', 'receiv', 'commun', 'compani', 'electron', 'form', 'b', 'agre', 'term', 'condit', 'agreement', 'notic', 'disclosur', 'commun', 'compani', 'provid', 'electron', 'satisfi', 'legal', 'oblig', 'commun', 'would', 'satisfi', 'hard', 'copi', 'write']",1
426,"['claim', 'disput', 'within', 'scope', 'arbitr', 'agreement', 'must', 'arbitr', 'litig', 'individu', 'basi', 'class', 'basi', 'claim', 'one', 'custom', 'user', 'arbitr', 'litig', 'jointli', 'consolid', 'custom', 'user']",1
427,"['time', 'limit', 'compani', 'pursu', 'arbitr', 'arbitr', 'action', 'must', 'initi', 'and', 'or', 'demand', 'within', 'statut', 'limit', 'within', 'deadlin', 'impos', 'aaa', 'rule', 'pertin', 'claim']",1
428,"['continu', 'use', 'site', 'follow', 'notic', 'chang', 'shall', 'indic', 'acknowledg', 'chang', 'agreement', 'bound', 'term', 'condit', 'chang']",1
429,"['may', 'suspend', 'termin', 'right', 'use', 'site', 'time', 'reason', 'sole', 'discret', 'includ', 'use', 'site', 'violat', 'term', 'upon', 'termin', 'right', 'term', 'account', 'right', 'access', 'use', 'site', 'termin', 'immedi']",1
430,"['want', 'inform', 'servic', 'user', 'third', 'parti', 'access', 'person', 'inform', 'reason', 'perform', 'task', 'assign', 'behalf']",1
431,"['claim', 'disput', 'connect', 'term', 'use', 'product', 'servic', 'provid', 'compani', 'resolv', 'inform', 'small', 'claim', 'court', 'shall', 'resolv', 'bind', 'arbitr', 'individu', 'basi', 'term', 'arbitr', 'agreement']",1
432,"['would', 'like', 'clearli', 'state', 'riseup', 'never', 'give', 'user', 'inform', 'third', 'parti']",0
433,"['none', 'inform', 'collect', 'ever', 'share']",0
434,"['servic', 'disclaim', 'ip', 'adress', 'user', 'collect', 'anonym', 'share']",0
435,"['would', 'rather', 'pull', 'plug', 'submit', 'repress', 'surveil', 'govern', 'govern']",0
436,"['web', 'browser', 'commun', 'uniqu', 'identifi', 'inform', 'web', 'server', 'visit', 'allow', 'site', 'know', 'detail', 'oper', 'system', 'browser', 'inform', 'plugin', 'instal', 'font', 'instal', 'screen', 'resolut', 'much', 'retain', 'inform']",0
437,"['retain', 'bare', 'minimum', 'inform', 'user', 'requir', 'make', 'servic', 'work']",0
438,"['may', 'choos', 'delet', 'riseup', 'net', 'account', 'time']",0
439,"['use', 'third', 'parti', 'cooki', 'track', 'kind']",0
440,"['make', 'warranti', 'reliabl', 'access', 'qualiti', 'servic']",1
441,"['specif', 'disclaim', 'impli', 'warrannti', 'titl', 'merchant', 'fit', 'particularli', 'purpos', 'non', 'infring']",1
442,"['anonym', 'aggreg', 'inform', 'link', 'back', 'individu', 'user', 'may', 'make', 'avail', 'experienc', 'research', 'sole', 'purpos', 'develop', 'better', 'system', 'anonym', 'secur', 'commun', 'exampl', 'may', 'aggreg', 'inform', 'mani', 'messag', 'typic', 'user', 'send', 'receiv', 'frequenc']",1
443,"['riseup', 'net', 'may', 'termin', 'servic', 'time', 'reason']",1
444,"['term', 'includ', 'tabl', 'content', 'section', 'includ', 'plain', 'languag', 'summari']",0
445,"['control', 'maintain', 'endors', 'third', 'parti', 'content', 'third', 'parti', 'servic', 'respons', 'liabl', 'third', 'parti', 'content', 'third', 'parti', 'servic', 'includ', 'damag', 'loss', 'failur', 'problem', 'caus', 'relat', 'aris', 'third', 'parti', 'content', 'third', 'parti', 'servic', 'interact', 'busi', 'deal', 'provid', 'third', 'parti', 'content', 'third', 'parti', 'servic', 'includ', 'product', 'servic', 'offer', 'third', 'parti', 'sole', 'third', 'parti']",0
446,"['understand', 'instruct', 'let', 'credit', 'karma', 'affili', 'compani', 'obtain', 'inform', 'time', 'long', 'regist', 'credit', 'karma', 'account', 'use', 'describ', 'term', 'servic', 'privaci', 'polici']",0
